# x1 x2 x3 x4 x5 x6
# 10201 6
# 10201 6
 0.00000000e+00 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.89209430e-04
 1.00000000e-02 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.10275343e-04
 2.00000000e-02 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.32171481e-04
 3.00000000e-02 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.54924106e-04
 4.00000000e-02 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.78558695e-04
 5.00000000e-02 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.03099597e-04
 6.00000000e-02 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.28569625e-04
 7.00000000e-02 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.54989590e-04
 8.00000000e-02 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.82377760e-04
 9.00000000e-02 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.10749255e-04
 1.00000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.40115348e-04
 1.10000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.70482685e-04
 1.20000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.01852423e-04
 1.30000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.34219262e-04
 1.40000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.67570399e-04
 1.50000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.00188439e-03
 1.60000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.03712994e-03
 1.70000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.07326460e-03
 1.80000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.11023347e-03
 1.90000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.14796780e-03
 2.00000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.18638372e-03
 2.10000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.22538090e-03
 2.20000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.26484141e-03
 2.30000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.30462870e-03
 2.40000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.34458688e-03
 2.50000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.38454023e-03
 2.60000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.42429322e-03
 2.70000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.46363089e-03
 2.80000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.50231993e-03
 2.90000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.54011033e-03
 3.00000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.57673768e-03
 3.10000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.61192634e-03
 3.20000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.64539316e-03
 3.30000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.67685209e-03
 3.40000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.70601924e-03
 3.50000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.73261856e-03
 3.60000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.75638782e-03
 3.70000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.77708467e-03
 3.80000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.79449266e-03
 3.90000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.80842682e-03
 4.00000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.81873864e-03
 4.10000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.82532016e-03
 4.20000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.82810691e-03
 4.30000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.82707970e-03
 4.40000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.82226491e-03
 4.50000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.81373353e-03
 4.60000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.80159882e-03
 4.70000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.78601283e-03
 4.80000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.76716188e-03
 4.90000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.74526133e-03
 5.00000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.72054988e-03
 5.10000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.69328358e-03
 5.20000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.66372996e-03
 5.30000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.63216232e-03
 5.40000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.59885453e-03
 5.50000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.56407635e-03
 5.60000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.52808947e-03
 5.70000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.49114418e-03
 5.80000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.45347679e-03
 5.90000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.41530774e-03
 6.00000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.37684032e-03
 6.10000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.33825991e-03
 6.20000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.29973381e-03
 6.30000000e-01 -5.00000000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.26141134e-03
